1, Bachelors, Never-married, Not-in-family
26628, HS-grad, Married-civ-spouse, Husband
26629, Bachelors, Never-married, Unmarried
26630, Some-college, Never-married, Own-child
26631, Bachelors, Never-married, Not-in-family
26632, HS-grad, Married-civ-spouse, Husband
26633, Prof-school, Never-married, Not-in-family
26634, HS-grad, Divorced, Not-in-family
26635, HS-grad, Divorced, Not-in-family
26636, Some-college, Divorced, Not-in-family
26637, 12th, Divorced, Not-in-family
26638, HS-grad, Married-civ-spouse, Wife
26639, Bachelors, Married-civ-spouse, Husband
26640, Bachelors, Married-civ-spouse, Husband
26641, 11th, Never-married, Own-child
26642, Prof-school, Divorced, Not-in-family
26643, HS-grad, Married-civ-spouse, Husband
26644, Masters, Married-civ-spouse, Wife
26645, 10th, Divorced, Not-in-family
26646, Bachelors, Divorced, Not-in-family
26647, Some-college, Married-civ-spouse, Husband
26648, Prof-school, Never-married, Not-in-family
26649, Bachelors, Married-civ-spouse, Husband
26650, Bachelors, Never-married, Own-child
26651, Some-college, Married-civ-spouse, Wife
26652, HS-grad, Never-married, Own-child
26653, Assoc-acdm, Married-civ-spouse, Husband
26654, HS-grad, Never-married, Not-in-family
26655, Masters, Married-civ-spouse, Husband
26656, Some-college, Married-civ-spouse, Husband
26657, HS-grad, Never-married, Other-relative
26658, 7th-8th, Married-civ-spouse, Husband
26659, HS-grad, Separated, Not-in-family
26660, Some-college, Never-married, Own-child
26661, Assoc-voc, Never-married, Unmarried
26662, Masters, Never-married, Not-in-family
26663, 11th, Never-married, Own-child
26664, Some-college, Married-spouse-absent, Unmarried
26665, HS-grad, Divorced, Not-in-family
26666, Some-college, Married-civ-spouse, Husband
26667, Some-college, Never-married, Own-child
26668, 10th, Married-civ-spouse, Wife
26669, HS-grad, Married-civ-spouse, Husband
26670, 7th-8th, Separated, Not-in-family
26671, Bachelors, Never-married, Not-in-family
26672, Some-college, Divorced, Not-in-family
26673, 11th, Married-civ-spouse, Husband
26674, HS-grad, Married-civ-spouse, Husband
26675, Bachelors, Married-civ-spouse, Husband
26676, HS-grad, Separated, Other-relative
26677, 10th, Married-spouse-absent, Unmarried
26678, Some-college, Married-spouse-absent, Not-in-family
26679, HS-grad, Married-civ-spouse, Husband
26680, 7th-8th, Married-civ-spouse, Husband
26681, Some-college, Divorced, Unmarried
26682, HS-grad, Widowed, Not-in-family
26683, HS-grad, Never-married, Not-in-family
26684, Masters, Married-civ-spouse, Husband
26685, Bachelors, Never-married, Unmarried
26686, Some-college, Divorced, Unmarried
26687, Some-college, Never-married, Not-in-family
26688, HS-grad, Married-civ-spouse, Husband
26689, Some-college, Never-married, Own-child
26690, Assoc-acdm, Married-civ-spouse, Husband
26691, HS-grad, Married-civ-spouse, Husband
26692, Some-college, Married-civ-spouse, Husband
26693, Assoc-acdm, Never-married, Own-child
26694, Some-college, Married-civ-spouse, Husband
26695, 10th, Married-civ-spouse, Wife
26696, HS-grad, Married-civ-spouse, Husband
26697, HS-grad, Divorced, Not-in-family
26698, HS-grad, Married-civ-spouse, Husband
26699, Bachelors, Never-married, Not-in-family
26700, Some-college, Never-married, Own-child
26701, HS-grad, Never-married, Own-child
26702, HS-grad, Married-civ-spouse, Husband
26703, HS-grad, Married-civ-spouse, Husband
26704, HS-grad, Never-married, Own-child
26705, HS-grad, Married-civ-spouse, Husband
26706, Assoc-voc, Married-civ-spouse, Wife
26707, Some-college, Never-married, Not-in-family
26708, Some-college, Married-civ-spouse, Husband
26709, HS-grad, Divorced, Not-in-family
26710, Some-college, Married-spouse-absent, Unmarried
26711, Bachelors, Married-civ-spouse, Husband
26712, HS-grad, Married-civ-spouse, Husband
26713, HS-grad, Married-civ-spouse, Husband
26714, Some-college, Divorced, Own-child
26715, Bachelors, Never-married, Other-relative
26716, Some-college, Married-civ-spouse, Husband
26717, Bachelors, Married-civ-spouse, Husband
26718, 11th, Married-civ-spouse, Husband
26719, 7th-8th, Never-married, Unmarried
26720, HS-grad, Never-married, Unmarried
26721, 10th, Never-married, Not-in-family
26722, HS-grad, Married-civ-spouse, Husband
26723, Masters, Married-civ-spouse, Husband
26724, HS-grad, Married-civ-spouse, Wife
26725, 10th, Married-civ-spouse, Husband
26726, Some-college, Married-civ-spouse, Wife
26727, HS-grad, Divorced, Not-in-family
26728, Bachelors, Married-civ-spouse, Husband
26729, Bachelors, Never-married, Not-in-family
26730, Assoc-acdm, Married-civ-spouse, Husband
26731, Some-college, Married-civ-spouse, Husband
26732, HS-grad, Widowed, Not-in-family
26733, Some-college, Married-civ-spouse, Husband
26734, Bachelors, Never-married, Not-in-family
26735, HS-grad, Married-civ-spouse, Husband
26736, 10th, Never-married, Not-in-family
26737, Masters, Never-married, Not-in-family
26738, Some-college, Divorced, Unmarried
26739, HS-grad, Never-married, Own-child
26740, Some-college, Divorced, Unmarried
26741, Bachelors, Never-married, Not-in-family
26742, Masters, Divorced, Not-in-family
26743, Bachelors, Married-civ-spouse, Husband
26744, 5th-6th, Never-married, Unmarried
26745, Masters, Never-married, Not-in-family
26746, Some-college, Married-civ-spouse, Husband
26747, Assoc-acdm, Never-married, Not-in-family
26748, Some-college, Never-married, Own-child
26749, Bachelors, Married-civ-spouse, Husband
26750, Masters, Never-married, Other-relative
26751, HS-grad, Never-married, Unmarried
26752, HS-grad, Divorced, Not-in-family
26753, Bachelors, Married-civ-spouse, Husband
26754, Some-college, Divorced, Not-in-family
26755, Assoc-voc, Married-civ-spouse, Husband
26756, Bachelors, Never-married, Unmarried
26757, Masters, Married-civ-spouse, Husband
26758, 11th, Married-civ-spouse, Husband
26759, Some-college, Divorced, Not-in-family
26760, HS-grad, Divorced, Own-child
26761, HS-grad, Married-spouse-absent, Own-child
26762, 11th, Never-married, Own-child
26763, 10th, Never-married, Own-child
26764, HS-grad, Married-civ-spouse, Husband
26765, HS-grad, Never-married, Own-child
26766, Masters, Married-civ-spouse, Husband
26767, Masters, Married-civ-spouse, Husband
26768, 10th, Married-civ-spouse, Husband
26769, HS-grad, Separated, Own-child
26770, HS-grad, Divorced, Not-in-family
26771, Some-college, Married-civ-spouse, Husband
26772, Bachelors, Never-married, Not-in-family
26773, 10th, Never-married, Other-relative
26774, HS-grad, Never-married, Own-child
26775, 1st-4th, Never-married, Unmarried
26776, HS-grad, Married-civ-spouse, Wife
26777, Some-college, Never-married, Not-in-family
26778, Assoc-voc, Widowed, Unmarried
26779, Some-college, Widowed, Not-in-family
26780, HS-grad, Never-married, Own-child
26781, Some-college, Divorced, Unmarried
26782, HS-grad, Married-civ-spouse, Wife
26783, Assoc-acdm, Married-civ-spouse, Husband
26784, Bachelors, Never-married, Own-child
26785, HS-grad, Never-married, Not-in-family
26786, 11th, Divorced, Not-in-family
26787, HS-grad, Never-married, Not-in-family
26788, HS-grad, Married-civ-spouse, Husband
26789, HS-grad, Divorced, Not-in-family
26790, HS-grad, Divorced, Unmarried
26791, 11th, Married-civ-spouse, Husband
26792, 11th, Never-married, Own-child
26793, 5th-6th, Married-civ-spouse, Husband
26794, 10th, Never-married, Other-relative
26795, Some-college, Divorced, Not-in-family
26796, Masters, Married-civ-spouse, Husband
26797, Bachelors, Married-civ-spouse, Husband
26798, Bachelors, Separated, Not-in-family
26799, HS-grad, Never-married, Own-child
26800, Some-college, Married-civ-spouse, Wife
26801, Some-college, Married-civ-spouse, Husband
26802, HS-grad, Married-civ-spouse, Wife
26803, 7th-8th, Married-civ-spouse, Husband
26804, Masters, Married-civ-spouse, Husband
26805, Doctorate, Never-married, Not-in-family
26806, 5th-6th, Never-married, Other-relative
26807, Bachelors, Married-civ-spouse, Husband
26808, 9th, Never-married, Own-child
26809, HS-grad, Divorced, Not-in-family
26810, Assoc-acdm, Separated, Unmarried
26811, HS-grad, Married-civ-spouse, Husband
26812, Prof-school, Divorced, Unmarried
26813, Bachelors, Never-married, Other-relative
26814, Assoc-acdm, Never-married, Not-in-family
26815, HS-grad, Married-civ-spouse, Husband
26816, 9th, Never-married, Not-in-family
26817, Some-college, Married-civ-spouse, Husband
26818, Some-college, Separated, Own-child
26819, Bachelors, Married-civ-spouse, Husband
26820, 10th, Never-married, Own-child
26821, Some-college, Never-married, Own-child
26822, HS-grad, Married-civ-spouse, Own-child
26823, HS-grad, Married-civ-spouse, Husband
26824, Some-college, Married-civ-spouse, Wife
26825, Bachelors, Never-married, Own-child
26826, Doctorate, Never-married, Not-in-family
26827, Some-college, Married-civ-spouse, Husband
26828, Assoc-voc, Married-civ-spouse, Husband
26829, Assoc-acdm, Never-married, Own-child
26830, Bachelors, Never-married, Not-in-family
26831, HS-grad, Married-civ-spouse, Husband
26832, 11th, Married-civ-spouse, Husband
26833, Some-college, Married-civ-spouse, Wife
26834, Assoc-voc, Divorced, Not-in-family
26835, 5th-6th, Married-civ-spouse, Husband
26836, Bachelors, Never-married, Not-in-family
26837, HS-grad, Married-civ-spouse, Husband
26838, Some-college, Never-married, Own-child
26839, Assoc-acdm, Married-civ-spouse, Wife
26840, Some-college, Married-civ-spouse, Husband
26841, Bachelors, Married-civ-spouse, Husband
26842, Some-college, Married-civ-spouse, Wife
26843, Assoc-acdm, Divorced, Unmarried
26844, HS-grad, Married-civ-spouse, Husband
26845, HS-grad, Never-married, Not-in-family
26846, Assoc-voc, Married-civ-spouse, Husband
26847, Assoc-voc, Married-civ-spouse, Wife
26848, Bachelors, Married-spouse-absent, Not-in-family
26849, HS-grad, Married-civ-spouse, Husband
26850, HS-grad, Divorced, Own-child
26851, HS-grad, Divorced, Not-in-family
26852, Bachelors, Never-married, Not-in-family
26853, HS-grad, Separated, Not-in-family
26854, HS-grad, Divorced, Not-in-family
26855, HS-grad, Divorced, Own-child
26856, Bachelors, Never-married, Not-in-family
26857, 11th, Never-married, Unmarried
26858, Masters, Married-civ-spouse, Husband
26859, Bachelors, Married-civ-spouse, Husband
26860, HS-grad, Never-married, Own-child
26861, HS-grad, Married-civ-spouse, Husband
26862, 11th, Widowed, Not-in-family
26863, Bachelors, Married-civ-spouse, Husband
26864, Assoc-acdm, Separated, Unmarried
26865, 11th, Never-married, Own-child
26866, Assoc-voc, Married-civ-spouse, Husband
26867, HS-grad, Never-married, Other-relative
26868, 11th, Never-married, Not-in-family
26869, Some-college, Divorced, Unmarried
26870, Bachelors, Never-married, Not-in-family
26871, Assoc-acdm, Divorced, Not-in-family
26872, HS-grad, Married-civ-spouse, Husband
26873, Bachelors, Divorced, Not-in-family
26874, Some-college, Married-civ-spouse, Husband
26875, 9th, Never-married, Not-in-family
26876, Some-college, Never-married, Own-child
26877, Bachelors, Married-civ-spouse, Husband
26878, Bachelors, Never-married, Own-child
26879, Bachelors, Never-married, Own-child
26880, HS-grad, Married-civ-spouse, Husband
26881, Bachelors, Married-civ-spouse, Husband
26882, 12th, Never-married, Own-child
26883, Bachelors, Married-civ-spouse, Husband
26884, HS-grad, Married-civ-spouse, Husband
26885, 10th, Married-civ-spouse, Husband
26886, HS-grad, Divorced, Unmarried
26887, Prof-school, Married-civ-spouse, Husband
26888, Prof-school, Married-civ-spouse, Husband
26889, HS-grad, Widowed, Unmarried
26890, HS-grad, Married-civ-spouse, Husband
26891, Bachelors, Married-civ-spouse, Husband
26892, Doctorate, Divorced, Not-in-family
26893, 10th, Separated, Unmarried
26894, Bachelors, Married-civ-spouse, Husband
26895, Some-college, Divorced, Not-in-family
26896, Some-college, Never-married, Not-in-family
26897, HS-grad, Married-civ-spouse, Husband
26898, 1st-4th, Married-civ-spouse, Husband
26899, 9th, Never-married, Other-relative
26900, Some-college, Married-civ-spouse, Husband
26901, HS-grad, Married-civ-spouse, Husband
26902, Some-college, Widowed, Not-in-family
26903, 5th-6th, Married-civ-spouse, Husband
26904, Assoc-voc, Married-civ-spouse, Husband
26905, Bachelors, Never-married, Own-child
26906, HS-grad, Married-civ-spouse, Husband
26907, Bachelors, Married-civ-spouse, Husband
26908, Bachelors, Never-married, Not-in-family
26909, HS-grad, Never-married, Own-child
26910, Doctorate, Married-civ-spouse, Husband
26911, HS-grad, Never-married, Own-child
26912, Some-college, Never-married, Own-child
26913, Bachelors, Married-civ-spouse, Husband
26914, HS-grad, Married-civ-spouse, Husband
26915, 11th, Married-civ-spouse, Husband
26916, Bachelors, Never-married, Not-in-family
26917, Some-college, Never-married, Own-child
26918, HS-grad, Never-married, Not-in-family
26919, 11th, Divorced, Unmarried
26920, Bachelors, Never-married, Own-child
26921, Bachelors, Never-married, Not-in-family
26922, Some-college, Never-married, Own-child
26923, HS-grad, Married-civ-spouse, Husband
26924, Prof-school, Married-civ-spouse, Husband
26925, HS-grad, Separated, Unmarried
26926, 5th-6th, Married-civ-spouse, Husband
26927, Bachelors, Married-civ-spouse, Husband
26928, HS-grad, Never-married, Own-child
26929, HS-grad, Married-civ-spouse, Husband
26930, Bachelors, Married-civ-spouse, Husband
26931, Masters, Married-civ-spouse, Husband
26932, HS-grad, Married-civ-spouse, Husband
26933, Some-college, Never-married, Own-child
26934, HS-grad, Never-married, Own-child
26935, Some-college, Never-married, Not-in-family
26936, 11th, Divorced, Not-in-family
26937, Prof-school, Married-civ-spouse, Husband
26938, Some-college, Married-civ-spouse, Husband
26939, Bachelors, Married-civ-spouse, Husband
26940, 10th, Married-civ-spouse, Husband
26941, HS-grad, Never-married, Own-child
26942, Some-college, Married-civ-spouse, Husband
26943, Bachelors, Married-civ-spouse, Wife
26944, Masters, Married-civ-spouse, Husband
26945, HS-grad, Divorced, Unmarried
26946, Some-college, Never-married, Not-in-family
26947, HS-grad, Married-civ-spouse, Husband
26948, 11th, Divorced, Unmarried
26949, Some-college, Divorced, Unmarried
26950, HS-grad, Married-civ-spouse, Husband
26951, Masters, Divorced, Unmarried
26952, HS-grad, Married-civ-spouse, Wife
26953, 7th-8th, Married-civ-spouse, Husband
26954, 12th, Married-civ-spouse, Husband
26955, HS-grad, Widowed, Unmarried
26956, Some-college, Never-married, Not-in-family
26957, Bachelors, Never-married, Not-in-family
26958, Assoc-acdm, Divorced, Not-in-family
26959, 7th-8th, Divorced, Not-in-family
26960, Masters, Never-married, Not-in-family
26961, Bachelors, Married-civ-spouse, Husband
26962, HS-grad, Divorced, Not-in-family
26963, 10th, Never-married, Own-child
26964, Assoc-voc, Married-civ-spouse, Wife
26965, Some-college, Married-civ-spouse, Wife
26966, HS-grad, Never-married, Own-child
26967, 11th, Never-married, Own-child
26968, Prof-school, Married-civ-spouse, Husband
26969, HS-grad, Married-civ-spouse, Husband
26970, Some-college, Never-married, Own-child
26971, 12th, Never-married, Own-child
26972, HS-grad, Married-civ-spouse, Husband
