@relation 'adult-training-weka.filters.unsupervised.attribute.Discretize-F-B4-M-1.0-R1,9-precision6-weka.filters.unsupervised.attribute.Remove-R1,7-8,10-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-L1'

@attribute Workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute Education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute Maritial-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute Occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute Relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute Hours-per-week {1_40,40_41,41_51,51_99}
@attribute Income-bracket {' <=50K',' >50K'}

@data
' Self-emp-not-inc',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',41_51,' >50K'
' ?',' HS-grad',' Married-civ-spouse',' ?',' Husband',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Machine-op-inspct',' Husband',40_41,' >50K'
' Local-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Private',' Assoc-voc',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Transport-moving',' Husband',41_51,' >50K'
' Self-emp-not-inc',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',41_51,' >50K'
' Self-emp-not-inc',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',1_40,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',51_99,' >50K'
' Private',' Doctorate',' Married-civ-spouse',' Tech-support',' Husband',40_41,' >50K'
' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Local-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Wife',1_40,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',51_99,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Wife',40_41,' >50K'
' Self-emp-not-inc',' 7th-8th',' Married-civ-spouse',' Transport-moving',' Husband',40_41,' >50K'
' Private',' Masters',' Married-civ-spouse',' Prof-specialty',' Wife',41_51,' >50K'
' Private',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Private',' Assoc-voc',' Married-civ-spouse',' Adm-clerical',' Husband',40_41,' >50K'
' Federal-gov',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Husband',41_51,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Private',' Some-college',' Widowed',' Sales',' Unmarried',41_51,' >50K'
' Federal-gov',' Masters',' Never-married',' Prof-specialty',' Not-in-family',40_41,' >50K'
' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',51_99,' >50K'
' Self-emp-not-inc',' Assoc-voc',' Married-civ-spouse',' Farming-fishing',' Husband',1_40,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Tech-support',' Husband',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Machine-op-inspct',' Husband',40_41,' >50K'
' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Husband',51_99,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Sales',' Husband',41_51,' >50K'
' Self-emp-inc',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',1_40,' >50K'
' Private',' Some-college',' Widowed',' Farming-fishing',' Not-in-family',51_99,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Wife',40_41,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',1_40,' >50K'
' Private',' Some-college',' Never-married',' Exec-managerial',' Not-in-family',51_99,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' State-gov',' Masters',' Married-civ-spouse',' Machine-op-inspct',' Husband',40_41,' >50K'
' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Sales',' Husband',41_51,' >50K'
' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' Machine-op-inspct',' Husband',51_99,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' Craft-repair',' Husband',41_51,' >50K'
' Private',' Assoc-voc',' Divorced',' Adm-clerical',' Unmarried',51_99,' >50K'
' Self-emp-inc',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',1_40,' >50K'
' State-gov',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Wife',1_40,' >50K'
' Self-emp-not-inc',' Masters',' Divorced',' Prof-specialty',' Not-in-family',41_51,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',40_41,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',51_99,' >50K'
' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' Self-emp-inc',' Some-college',' Widowed',' Sales',' Not-in-family',51_99,' >50K'
' Self-emp-not-inc',' 5th-6th',' Married-civ-spouse',' Transport-moving',' Husband',41_51,' >50K'
' Local-gov',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',41_51,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Sales',' Husband',41_51,' >50K'
' Private',' Prof-school',' Married-civ-spouse',' Exec-managerial',' Husband',51_99,' >50K'
' Private',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Transport-moving',' Husband',51_99,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Craft-repair',' Husband',51_99,' >50K'
' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',51_99,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' State-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',1_40,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',51_99,' >50K'
' Private',' Assoc-voc',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Private',' Some-college',' Never-married',' Tech-support',' Not-in-family',40_41,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',51_99,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',41_51,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Sales',' Wife',51_99,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Private',' Masters',' Married-civ-spouse',' Sales',' Husband',40_41,' >50K'
' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',1_40,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',40_41,' >50K'
' Private',' 11th',' Divorced',' Prof-specialty',' Unmarried',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Sales',' Husband',41_51,' >50K'
' Local-gov',' Masters',' Divorced',' Prof-specialty',' Unmarried',51_99,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' ?',' HS-grad',' Married-civ-spouse',' ?',' Husband',41_51,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Adm-clerical',' Husband',40_41,' >50K'
' Private',' HS-grad',' Separated',' Transport-moving',' Unmarried',41_51,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Sales',' Husband',41_51,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Craft-repair',' Husband',41_51,' >50K'
' State-gov',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',51_99,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Handlers-cleaners',' Wife',1_40,' >50K'
' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',51_99,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',41_51,' >50K'
' Local-gov',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',41_51,' >50K'
' Private',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Self-emp-not-inc',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Federal-gov',' Some-college',' Divorced',' Adm-clerical',' Not-in-family',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',1_40,' >50K'
' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Wife',41_51,' >50K'
' Private',' Bachelors',' Never-married',' Prof-specialty',' Not-in-family',40_41,' >50K'
' Private',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Wife',51_99,' >50K'
' Self-emp-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Self-emp-inc',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',51_99,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',51_99,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',40_41,' >50K'
' Federal-gov',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Wife',1_40,' >50K'
' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',41_51,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Self-emp-not-inc',' Assoc-acdm',' Married-civ-spouse',' Exec-managerial',' Wife',1_40,' >50K'
' Private',' Masters',' Divorced',' Exec-managerial',' Unmarried',51_99,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Sales',' Husband',51_99,' >50K'
' Local-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',41_51,' >50K'
' Local-gov',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',51_99,' >50K'
' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',51_99,' >50K'
' State-gov',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Local-gov',' 9th',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Federal-gov',' Bachelors',' Divorced',' Prof-specialty',' Unmarried',41_51,' >50K'
' Private',' Masters',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Private',' Bachelors',' Never-married',' Sales',' Not-in-family',41_51,' >50K'
' Federal-gov',' Bachelors',' Married-civ-spouse',' Tech-support',' Husband',40_41,' >50K'
' Private',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',41_51,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Handlers-cleaners',' Husband',40_41,' >50K'
' ?',' Assoc-voc',' Married-civ-spouse',' ?',' Husband',51_99,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',51_99,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Prof-specialty',' Wife',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',41_51,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',51_99,' >50K'
' Local-gov',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Machine-op-inspct',' Husband',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',51_99,' >50K'
' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Prof-specialty',' Wife',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Protective-serv',' Husband',51_99,' >50K'
' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Sales',' Husband',1_40,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',51_99,' >50K'
' Private',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',41_51,' >50K'
' Self-emp-not-inc',' Doctorate',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Farming-fishing',' Husband',51_99,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Wife',41_51,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Wife',41_51,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Private',' Bachelors',' Divorced',' Sales',' Not-in-family',41_51,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Machine-op-inspct',' Husband',41_51,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Tech-support',' Wife',1_40,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',1_40,' >50K'
' Local-gov',' Bachelors',' Married-civ-spouse',' Craft-repair',' Husband',1_40,' >50K'
' Self-emp-not-inc',' 7th-8th',' Married-civ-spouse',' Sales',' Husband',1_40,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Sales',' Husband',51_99,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',51_99,' >50K'
' Private',' Some-college',' Never-married',' Craft-repair',' Unmarried',1_40,' >50K'
' Private',' HS-grad',' Divorced',' Other-service',' Unmarried',51_99,' >50K'
' Private',' Bachelors',' Married-spouse-absent',' Sales',' Unmarried',51_99,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Adm-clerical',' Wife',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',41_51,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',51_99,' >50K'
' Self-emp-inc',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',51_99,' >50K'
' Private',' 7th-8th',' Married-civ-spouse',' Machine-op-inspct',' Husband',40_41,' >50K'
' Private',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',41_51,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',41_51,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Sales',' Husband',40_41,' >50K'
' Private',' Assoc-voc',' Married-civ-spouse',' Tech-support',' Husband',41_51,' >50K'
' Private',' Bachelors',' Separated',' Exec-managerial',' Not-in-family',41_51,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Self-emp-inc',' Prof-school',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Private',' Assoc-voc',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Tech-support',' Husband',41_51,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',51_99,' >50K'
' Local-gov',' Masters',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Local-gov',' Some-college',' Married-civ-spouse',' Protective-serv',' Husband',51_99,' >50K'
' Self-emp-not-inc',' Some-college',' Married-civ-spouse',' Sales',' Wife',51_99,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Prof-specialty',' Husband',40_41,' >50K'
' Private',' Assoc-acdm',' Never-married',' Craft-repair',' Not-in-family',41_51,' >50K'
' Private',' Some-college',' Divorced',' Craft-repair',' Own-child',41_51,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Tech-support',' Husband',1_40,' >50K'
' Private',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',51_99,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',51_99,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Craft-repair',' Husband',41_51,' >50K'
' Private',' Bachelors',' Never-married',' Sales',' Not-in-family',41_51,' >50K'
' Private',' 1st-4th',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Private',' Prof-school',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Private',' HS-grad',' Divorced',' Prof-specialty',' Not-in-family',41_51,' >50K'
' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Exec-managerial',' Husband',1_40,' >50K'
' Self-emp-inc',' Masters',' Married-civ-spouse',' Sales',' Husband',40_41,' >50K'
' Self-emp-not-inc',' HS-grad',' Married-civ-spouse',' Sales',' Husband',51_99,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Private',' Some-college',' Divorced',' Exec-managerial',' Not-in-family',40_41,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Transport-moving',' Husband',51_99,' >50K'
' Self-emp-inc',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',51_99,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' Private',' 9th',' Divorced',' Craft-repair',' Not-in-family',40_41,' >50K'
' ?',' Bachelors',' Married-civ-spouse',' ?',' Husband',51_99,' >50K'
' Private',' HS-grad',' Divorced',' Exec-managerial',' Not-in-family',40_41,' >50K'
' Private',' 5th-6th',' Married-civ-spouse',' Sales',' Husband',40_41,' >50K'
' Private',' Assoc-acdm',' Separated',' Craft-repair',' Unmarried',40_41,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Adm-clerical',' Husband',40_41,' >50K'
' Private',' Assoc-acdm',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' Private',' Bachelors',' Never-married',' Sales',' Not-in-family',41_51,' >50K'
' Private',' HS-grad',' Married-civ-spouse',' Prof-specialty',' Husband',41_51,' >50K'
' ?',' Assoc-voc',' Married-civ-spouse',' ?',' Wife',1_40,' >50K'
' Private',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Private',' HS-grad',' Divorced',' Tech-support',' Not-in-family',41_51,' >50K'
' Federal-gov',' Bachelors',' Married-civ-spouse',' Exec-managerial',' Husband',40_41,' >50K'
' Private',' Bachelors',' Divorced',' Sales',' Not-in-family',41_51,' >50K'
' Self-emp-inc',' Prof-school',' Never-married',' Craft-repair',' Not-in-family',41_51,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',40_41,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Craft-repair',' Husband',41_51,' >50K'
' Private',' Some-college',' Married-civ-spouse',' Exec-managerial',' Husband',41_51,' >50K'
' Self-emp-inc',' Prof-school',' Married-civ-spouse',' Prof-specialty',' Husband',51_99,' >50K'
